Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Insulin sensitivity,2.128427064,AKT2;APOE;CIDEC;CISD2;DLK1;GSK3A;LEPR;NCOR2;PPARG;SGMS1;SIK1;TXNIP;VDR;XBP1
Bodycomposition,Hyperplasia of muscle cells,2.127843727,APOE;PPARG;TRPC3
Bodycomposition,Development of plasma cells,2.127843727,DICER1;PPARG;XBP1
Bodycomposition,Atherosclerosis of ascending aorta,2.127843727,APOE;FLT3;VDR
Bodycomposition,Morphogenesis of embryonic gastrointestinal tract,2.127843727,FGF10;SHH;TCF7L2
Bodycomposition,Morphology of heart ventricle,2.127261173,APOE;FOXP1;GSK3A;MAP3K1;PPARG;SLC40A1;TRPA1;VDR;ZDHHC16
Bodycomposition,Morphology of nervous tissue,2.123205024,APOE;BECN1;CACNA2D2;CHN1;DICER1;DLGAP4;FOS;MAGI2;MYO6;NTRK2;PAK1;RAB8A;RCAN1;TCF7L2;TENM4;TULP3
Bodycomposition,Quantity of blood cells,2.12090412,ALDH2;AP1G1;APOE;ARID4B;ASCC3;CCND2;CD200;CYP19A1;DICER1;DLK1;DMD;DNMT3A;DUSP3;ELK4;ELMO1;EOMES;EPAS1;FADD;FBXO11;FLT3;FOS;FOXP1;FOXP2;FUT4;Gulo;ISM1;ITCH;ITGAE;KMT2A;KMT2E;LEPR;MAMLD1;MCU;MECOM;MFN2;MPZL2;MYSM1;NCOR2;PDGFC;PELI1;PER2;PFKM;PPARG;RCAN1;RUNX2;SEMA4D;SHH;SLC29A3;SLC40A1;SPN;SSBP2;SYK;TFEB;TLE4;TNFSF18;TRPA1;TXNIP;USP38;VDR;XBP1;XRCC5;ZBTB16
Bodycomposition,Morphology of gonad,2.116338565,AKT2;APOE;CCND2;CIDEC;CISD2;CNOT7;CYP19A1;DDHD1;FST;GHRH;GPR55;IMMP2L;NAA10;NPEPPS;NTRK2;SUN1;TACR3;UBE3A;VDR
Bodycomposition,Hypoplasia of muscle,2.115204636,AKT2;APOE;DICER1;PTPRD;TEAD1
Bodycomposition,Morphology of growth plate,2.115204636,FOS;RUNX2;SIK3;TLE4;VDR
Bodycomposition,Development of pituitary gland,2.115204636,CYP19A1;FGF10;GHRH;GHRHR;TCF7L2
Bodycomposition,Abnormal morphology of thorax,2.110138279,ADORA1;APOE;BECN1;CCND2;CISD2;CYP19A1;DICER1;DMD;EPAS1;FADD;FGF10;FOS;FOXP1;FOXP2;FST;ITCH;KMT2E;Lefty1;LEPR;MAP3K1;MECOM;NCOR2;PAK1;PBX3;PDGFC;PFKM;POLB;PPARG;PPP3CA;PTPRD;RCAN1;RUNX2;SHH;SIK3;SLC40A1;SYK;TEAD1;TLE4;TRPC3;TWF1;TXNIP;VDR;XBP1;XRCC5;ZDHHC16
Bodycomposition,Quantity of lymphatic system cells,2.106793247,ALDH2;AP1G1;APOE;ARID4B;ASCC3;CYP19A1;DICER1;DLK1;DNMT3A;ELK4;EOMES;FADD;FBXO11;FLT3;FOS;FOXP1;FOXP2;FUT4;ISM1;ITCH;ITGAE;KMT2A;KMT2E;LEPR;MAMLD1;MECOM;MFN2;MPZL2;MYSM1;NCOR2;PELI1;PPARG;RCAN1;RUNX2;SEMA4D;SHH;SPN;SSBP2;SYK;TFEB;TLE4;TNFSF18;TXNIP;USP22;USP38;VDR;XBP1;XRCC5
Bodycomposition,Transformation of blood cells,2.105683937,FOXP1;MECOM;PBX3;PHF20L1;TRAPPC9;VPS13B;ZBTB16
Bodycomposition,Sleep disorders,2.098541679,FOS;PER2;PTCHD1;SIK3
Bodycomposition,Enlargement of adipocytes,2.098541679,DNMT3A;LEPR;MC3R;PPARG
Bodycomposition,Density of synapse,2.098541679,C9orf72;CYP19A1;IQSEC3;NTRK2
Bodycomposition,Proliferation of glomerular cells,2.098541679,APOE;ELMO1;MAGI2;PPP3CA
Bodycomposition,Hyperplasia of Leydig cells,2.098541679,CNOT7;CYP19A1;FST;ZBTB16
Bodycomposition,Morphology of abdominopelvic fat,2.088842391,APOE;CIDEC;EPAS1;GAS7;GPR55;LEPR;NAA10;SIK3;VDR
Bodycomposition,Coordination,2.085656843,AGL;CACNA2D2;CCND2;COL6A3;DLG4;FADD;FOXP2;KCNE1;MID1;NCOA1;SUN1;SUN2;TRPC3;UBE3A;VDR
Bodycomposition,Cell survival of neurons,2.084600165,PACS2;XBP1
Bodycomposition,Sarcopenia,2.084600165,FADD;MFN2
Bodycomposition,Proliferation of adipoblasts,2.084600165,AKT2;SHH
Bodycomposition,Expansion of innate-like lymphocytes,2.084600165,EOMES;ZBTB16
Bodycomposition,Apoptosis of cerebellar granule cell,2.084600165,CACNA2D2;NTRK2
Bodycomposition,Quantity of acetate,2.084600165,ALDH2;PER2
Bodycomposition,Hypophosphatemic rickets,2.084600165,DMP1;RCAN1
Bodycomposition,Mass of mammary gland,2.084600165,CYP19A1;VDR
Bodycomposition,Segmentation of somites,2.084600165,SFRP1;SFRP2
Bodycomposition,Synaptogenesis of brain cells,2.084600165,CYP19A1;PTPRD
Bodycomposition,Ventricular fibrillation,2.084600165,ENTPD1;NHLH2
Bodycomposition,Accumulation of foam cells,2.084600165,APOE;ENTPD1
Bodycomposition,Desquamation of cells,2.084600165,Gulo;NCOA1
Bodycomposition,Abnormal morphology of superior semicircular canal,2.084600165,FGF10;SHH
Bodycomposition,Abnormal quantity of epinephrine,2.084600165,MRAP2;UBE3A
Bodycomposition,Length of primary cilia,2.084600165,TCF7L2;TULP3
Bodycomposition,Metabolism of insulin,2.084600165,IDE;TCF7L2
Bodycomposition,S phase of fibroblast cell lines,2.079876674,E2F3;FOS;SUN1;SUN2;TIAL1
Bodycomposition,Damage of renal tubule,2.079876674,APOE;DICER1;FUT4;LEPR;TFEB
Bodycomposition,Development of body trunk,2.074687909,ADAMTS16;AKT2;APOE;BECN1;C9orf72;CBX4;CCND2;CYP19A1;DICER1;DMD;DNMT3A;EOMES;EPAS1;FADD;FANCL;FGF10;FLT3;FOS;FOXP1;FOXP2;FST;GHRHR;GREB1L;GSK3A;GZF1;IMMP2L;ISM1;KMT2A;Lefty1;LEPR;MAP3K1;MECOM;MYOZ1;MYSM1;NCOA1;NCOR2;NHLH2;NTRK2;PCSK5;PDGFC;POLB;PPARG;PPP3CA;RSPO1;RUNX2;SFRP1;SHH;SIK3;SLC40A1;SYK;TEAD1;TENM4;TULP3;UBE3A;VDR;XBP1;YTHDC2;ZDHHC16
Bodycomposition,Morphogenesis of head,2.073657553,BBS2;CELSR1;FGF10;FOXP2;FZD3;MAP3K1;MFN2;MYO6;MYO7A;POLB;RUNX2;SHH;TCF7L2;TULP3;VPS13B
Bodycomposition,Inhibition of cells,2.071604148,FKBP5;LEPR;NTRK2;PHLPP1;USP22;VDR
Bodycomposition,Abnormal morphology of thoracic cavity,2.061980903,ADORA1;APOE;BECN1;CCND2;CISD2;CYP19A1;DICER1;DMD;EPAS1;FADD;FGF10;FOS;FOXP1;FOXP2;ITCH;KMT2E;Lefty1;LEPR;MAP3K1;MECOM;NCOR2;PAK1;PBX3;PDGFC;PFKM;POLB;PPARG;PPP3CA;PTPRD;RCAN1;RUNX2;SHH;SLC40A1;SYK;TEAD1;TLE4;TRPC3;TWF1;TXNIP;VDR;XBP1;XRCC5;ZDHHC16
Bodycomposition,Abnormality of heart ventricle,2.061480275,ADORA1;APOE;CCND2;DICER1;DMD;E2F3;EPAS1;FADD;FOXP1;Lefty1;MAP3K1;NCOR2;PBX3;PFKM;RCAN1;TEAD1;TXNIP;VDR;XBP1;ZDHHC16
Bodycomposition,Hyperplasia of pituitary gland,2.056011125,CYP19A1;GHRH;TCF7L2
Bodycomposition,Quantity of phagosomes,2.056011125,APOE;RAB28;RREB1
Bodycomposition,Quantity of FSH in blood,2.056011125,NHLH2;NTRK2;TACR3
Bodycomposition,Abnormal morphology of olfactory epithelium,2.056011125,BBS2;FST;SHH
Bodycomposition,Growth failure,2.056011125,AP1G1;CACNA2D2;CISD2;CKB;DACT3;DLK1;DNMT3A;EHMT1;FADD;FOXP2;FST;GCLC;GHRH;Gulo;KMT2A;KMT2E;MAGI2;POLB;PPARG;RBMS1;SFRP1;SFRP2;SHH;STIM2;TEAD1;TIAL1;TLE4;UBE3A;USP22;VDR;XBP1;XRCC5
Bodycomposition,Enlargement of cells,2.053056729,BECN1;CYP19A1;DEPDC5;DICER1;DMD;DNMT3A;EPAS1;FST;LEPR;MAGI2;MC3R;PPARG;PPP3CA;RUNX2;TWF1;VDR
Bodycomposition,Development of pathological cyst,2.05207638,AKT2;BBS2;EPAS1;TULP3
Bodycomposition,Emotional behavior,2.050609993,Adcy3;BBS2;CYP19A1;DICER1;DLG4;DLK1;EIF4G1;LEPR;NRXN1;NTRK2;PDXP;PENK;PTCHD1;SLC40A1;TACR3;TCF20;UBE3A;XRCC5
Bodycomposition,Development of antigen presenting cells,2.046240308,ADORA1;DICER1;DLK1;FADD;FLT3;FOS;KMT2A;NRXN1;RUNX2;SLC40A1;VDR;XBP1
Bodycomposition,Abnormal morphology of tibia,2.043351421,MAMLD1;RUNX2;SHH;UBE2J1;VDR;ZBTB16
Bodycomposition,Abnormal morphology of gonad,2.040958608,ACSL4;AKT2;BECN1;CNOT7;CYP19A1;DDHD1;E2F3;ELMO1;FANCL;FLT3;FOS;GSK3A;KMT2E;NCOA1;NHLH2;PRDM14;SUN1;TACR3;TIAL1;UBE2J1;VDR;VPS13B;ZBTB16
Bodycomposition,Abnormal morphology of body cavity,2.040958608,ABCD3;ACSL4;ADORA1;AGL;AKT2;APOE;ARID4B;BECN1;BHMT;CCND2;CISD2;CYP19A1;DACT3;DEPDC5;DICER1;DLK1;DMD;E2F3;EPAS1;FADD;FANCL;FGF10;FOS;FOXP1;FOXP2;GSK3A;ITCH;KMT2E;Lefty1;LEPR;MAGI2;MAP3K1;MECOM;NCOA1;NCOR2;NHLH2;PAK1;PBX3;PCSK5;PDGFC;PFKM;POLB;PPARG;PPP3CA;PTPRD;RAB8A;RBMS1;RCAN1;RUNX2;SCARB2;SGMS1;SHH;SIK3;SLC3A1;SLC40A1;SSBP2;SUN1;SYK;TCF7L2;TEAD1;TFEB;THSD7A;TIAL1;TLE4;TRPC3;TWF1;TXNIP;VDR;XBP1;XRCC5;ZDHHC16
Bodycomposition,Proliferation of hematopoietic stem cells,2.033389013,CCND2;FLT3;KMT2A;MECOM;PUM2;SFRP2;XRCC5
Bodycomposition,Lymphocyte homeostasis,2.032920266,AKT2;DICER1;DNMT3A;ELK4;ENTPD1;EOMES;FADD;FLT3;FOXP1;GHRH;GHRHR;LEPR;MPZL2;MYSM1;PENK;PHLPP1;POLB;PPARG;PPP2R2A;PPP3CA;RUNX2;SHH;SLC40A1;SPN;STIM2;SYK;TFEB;USP15;USP38;XRCC5;ZBTB16
Bodycomposition,Modification of peptide,2.031984286,DCLK2;DMD;GSK3A;PCSK5;SEMA4D;SFRP2;SYK;TNKS
Bodycomposition,Differentiation of neurons,2.018181393,AKT2;BNIP2;DICER1;EIF4G1;EOMES;FST;GAS7;MBOAT7;MINAR2;MYO6;MYO7A;NCOA1;NCOR2;NRXN1;NTRK2;PLXNB2;POLB;PTPRD;SFRP1;SHH;TRAPPC9;TULP3
Bodycomposition,Accumulation of steroid,2.015922966,APOE;ATP8B1;FOS;GSK3A;LEPR;VDR
Bodycomposition,Organization of chromatin,2.015922966,ARID4B;HMGN1;MECOM;NUCKS1;SETD1A;ZNF462
Bodycomposition,Proliferation of neural stem cells,2.011441043,APOE;EPAS1;KDM4C;MSI2;PPARG
Bodycomposition,Degeneration of epithelial tissue,2.011441043,APOE;DICER1;KCNE1;NCOA1;XRCC5
Bodycomposition,Morphology of dendrites,2.010105436,APOE;CACNA2D2;CHN1;DICER1;MAGI2;MYO6;PAK1
Bodycomposition,Nest building behavior,2.007888512,Adcy3;CKB;NRXN1;UBE3A
Bodycomposition,Degeneration of spiral ganglion,2.007888512,APOE;KCNE1;MYO7A;SCARB2
Bodycomposition,Gametogenesis,2.005682847,AKAP9;ARID4B;C14orf39;CNOT7;CYP19A1;DMXL2;DND1;DNMT3A;FANCL;FNDC3A;FOS;FST;IMMP2L;KIAA0319L;KMT2E;NCOA1;NHLH2;NPEPPS;PRDM14;PTP4A2;TIAL1;UBE2J1;USP42;VDR;VPS13B;YTHDC2;ZBTB16
Bodycomposition,Resorption by osteoclasts,1.991399828,ADORA1;FOS;GPR65
Bodycomposition,Clathrin mediated endocytosis,1.991399828,MAGI2;MYL3;SYT1
Bodycomposition,Hyperplasia of smooth muscle,1.991399828,APOE;PPARG;TRPC3
Bodycomposition,Secretion of molecule,1.987162775,ADORA1;AKT2;APOE;ENTPD1;FST;GHRH;GHRHR;GPLD1;GRIK1;MAMLD1;MYO6;NRXN1;NTRK2;RSPO1;SYK;SYT1;TFEB;TXNIP
Bodycomposition,Growth of thymus gland,1.987162775,EOMES;FGF10;PENK;SHH;SYK;XRCC5;ZBTB16
Bodycomposition,Quantity of vitamin,1.987162775,APOE;DICER1;GSK3A;Gulo;PDXP;SIK3;VDR
Bodycomposition,Growth of embryonic tissue,1.982966661,APOE;DLGAP4;EPAS1;FOXP1;FOXP2;FZD3;KDM4C;MSI2;NCOA1;NCOR2;PLXNB2;PPARG;RAB23;SETD1A;SHH;TCF7L2
Bodycomposition,Formation of skin,1.982966661,AHDC1;AKT2;CCND2;CELSR1;DICER1;FGF10;FST;MYSM1;NCOR2;PPARG;PPP3CA;PUM2;SFRP2;SHH;SOX21;TCF7L2;VDR
Bodycomposition,Density of neurons,1.982966661,APOE;C9orf72;CHN1;CYP19A1;DLG4;ENTPD1;IQSEC3;NTRK2;PAK1;UBE3A
Bodycomposition,Long-term potentiation of hippocampal CA1 region,1.978810701,APOE;CD200;CYP19A1;GRIK1;PTPRD
Bodycomposition,Gluconeogenesis,1.970616222,LEPR;MFN2;PC;PER2;PPARG;SIK1;TCF7L2;TXNIP
Bodycomposition,Formation of telencephalon,1.966576245,BBS2;DMXL2;EOMES;HERC1;KIF21B;NCOR2;PAK1;PLXNB2;PPARG;PPP3CA;SHH
Bodycomposition,Abnormality of limb,1.966576245,APOE;DMP1;ELMO1;FGF10;FOS;FST;MAMLD1;MC3R;MYOZ1;POLB;RUNX2;SEMA4D;SFRP1;SFRP2;SHH;SYK;UBE2J1;VDR;ZBTB16
Bodycomposition,Abnormal morphology of cranial nerve ganglion,1.966576245,FGF10;MECOM;NTRK2;SHH
Bodycomposition,Formation of autophagosomes,1.966576245,BECN1;SNAP47;STX16;TIAL1
Bodycomposition,Abnormal morphology of molecular layer of cerebellum,1.966576245,CCND2;FOXP2;SUN1;SUN2
Bodycomposition,Synthesis of carbohydrate,1.962573502,AKT2;APOE;CHSY3;FOXP1;Gulo;NFYA;PAK1;PC;PDIA6;PER2;PIGF;PITPNM1;PPARG;SIK3;TCF7L2;XBP1
Bodycomposition,Abnormal morphology of adipocytes,1.962573502,AKT2;CIDEC;DNMT3A;LEPR;MC3R;PPARG
Bodycomposition,Arrest in differentiation of cells,1.962573502,DICER1;DLK1;FOXP1;SHH;SYK;XRCC5
Bodycomposition,Apoptosis of stem cells,1.962573502,DNMT3A;EPAS1;MAP3K1;MYSM1;NFYA;SFRP2
Bodycomposition,Development of epithelial cells,1.958607315,AKAP9;CYP19A1;DICER1;EPB41L5;FGF10;FNDC3A;MAP3K1;RNASE10;SHH
Bodycomposition,Abnormality of peripheral ganglia,1.958607315,APOE;EPAS1;FGF10;KCNE1;MECOM;MYO7A;NTRK2;SCARB2;SHH
Bodycomposition,Localization of protein,1.954677021,AKAP9;AKT2;AP1AR;APOE;BBS2;C9orf72;CD200;DCLK2;DLG4;DMD;IMMP2L;MYO7A;NBEA;NRXN1;PCM1;RAB8A;SEC23A;SHH;SIK3;SPG11;STAG3;TULP3
Bodycomposition,Quantity of hematopoietic progenitor cells,1.950781977,ALDH2;APOE;ARID4B;CCND2;DLK1;DNMT3A;ELK4;EPAS1;FADD;FLT3;FOS;KMT2A;KMT2E;MECOM;MYSM1;NCOR2;PER2;PFKM;RCAN1;RUNX2;SHH;SLC40A1;SSBP2;SYK;TLE4;XRCC5;ZBTB16
Bodycomposition,Formation of hair follicle,1.950781977,CELSR1;DICER1;FGF10;FST;MYSM1;PUM2;SHH;SOX21
Bodycomposition,Quantity of bone cells,1.946921557,CYP19A1;DICER1;FLT3;FOS;GPR55;HERC1;PER2;PHLPP1;PPARG;RUNX2;SLC40A1;VDR
Bodycomposition,Synthesis of nucleotide,1.946921557,Adcy3;ALDH2;AMPD3;GHRH;GHRHR;GMPS;GPR65;MFN2;MRAP2;SGMS1;SLC40A1;VDR
Bodycomposition,Size of islets of Langerhans,1.946921557,AKT2;CCND2;DGKD;TCF7L2;VDR
Bodycomposition,Congenital anomaly of testis,1.946921557,CNOT7;CYP19A1;E2F3;NCOA1;NHLH2
Bodycomposition,Osteomalacia,1.946921557,DMP1;VDR
Bodycomposition,Quantity of brown adipocytes,1.946921557,MC3R;PPARG
Bodycomposition,Assembly of presynaptic membrane,1.946921557,NRXN1;PTPRD
Bodycomposition,Respiration of fibroblasts,1.946921557,FST;MFN2
Bodycomposition,Invasion of blood vessel,1.946921557,DMP1;RUNX2
Bodycomposition,Catabolism of sterol,1.946921557,APOE;VDR
Bodycomposition,Abnormal morphology of dilated esophagus,1.946921557,FOXP1;FOXP2
Bodycomposition,Respiration of adipocytes,1.946921557,ALDH2;APOE
Bodycomposition,Exit from cell cycle progression of neuronal progenitor cells,1.946921557,DICER1;E2F3
Bodycomposition,Width of growth plate,1.946921557,FOS;RUNX2
Bodycomposition,Hypoplasia of skeletal muscle,1.946921557,DICER1;PTPRD
Bodycomposition,Ossification of skeleton,1.946921557,PCSK5;RUNX2
Bodycomposition,Morphogenesis of hindgut,1.946921557,SHH;TCF7L2
Bodycomposition,Proliferation of radial glial progenitor cell,1.946921557,TCF7L2;TULP3
Bodycomposition,Synaptogenesis of neurons,1.946921557,CYP19A1;PTPRD
Bodycomposition,Severe diabetes mellitus,1.946921557,AKT2;LEPR
Bodycomposition,Amnesia,1.946921557,ADORA1;GHRH
Bodycomposition,Protection of kidney,1.946921557,ADORA1;ALDH2
Bodycomposition,Quantity of endocrine cells,1.943095149,AKT2;DGKD;DLK1;FGF10;FST;GHRH;LEPR;SHH;SLC30A7
Bodycomposition,Size of heart,1.943095149,APOE;BECN1;GSK3A;MAP3K1;PPP3CA;SLC40A1;TFEB;TRPA1;ZDHHC16
Bodycomposition,Hepatomegaly,1.943095149,ABCD3;AGL;ARID4B;CYP19A1;DEPDC5;DLK1;PPARG
Bodycomposition,Morphology of heart,1.93930216,APOE;BECN1;FADD;FOXP1;GSK3A;LEPR;MAP3K1;PFKM;PPARG;PPP3CA;RCAN1;SLC40A1;TFEB;TRPA1;VDR;ZDHHC16
Bodycomposition,Abnormal morphology of internal genitalia,1.93930216,ACSL4;AKT2;ARID4B;BECN1;CNOT7;CYP19A1;E2F3;ELMO1;FANCL;FGF10;FLT3;FOS;KMT2E;NCOA1;NHLH2;RBMS1;SUN1;TACR3;TIAL1;UBE2J1;VDR;VPS13B;ZBTB16
Bodycomposition,Hyperphagia,1.935542011,Adcy3;BBS2;LEPR;MRAP2;NHLH2;PPARG
Bodycomposition,Secretion of hormone,1.935542011,FST;GHRH;GHRHR;MAMLD1;RSPO1;TFEB
Bodycomposition,Abnormal morphology of limb bone,1.931814138,DMP1;FGF10;MAMLD1;MC3R;RUNX2;SFRP2;SHH;UBE2J1;VDR;ZBTB16
Bodycomposition,Abnormal morphology of cardiovascular system,1.931814138,ADORA1;APOE;ARID4B;BECN1;CCND2;CISD2;CYP19A1;DICER1;DMD;EPAS1;FADD;FGF10;FOXP1;Gulo;ITCH;Lefty1;LEPR;MAP3K1;MECOM;NCOR2;PAK1;PBX3;PDGFC;PEAK1;PER2;PFKM;PPARG;PPP3CA;RCAN1;SHH;SLC40A1;SYK;TEAD1;TRPC3;TWF1;TXNIP;VDR;XBP1;ZDHHC16
Bodycomposition,Degeneration of hair cells in cochlea,1.928117993,KCNE1;MINAR2;MYO7A
Bodycomposition,Skin wound,1.928117993,LEPR;MAP3K1;TRPA1
Bodycomposition,Quantity of common lymphoid progenitor cells,1.928117993,ALDH2;FADD;MYSM1
Bodycomposition,Concentration of docosahexaenoic acid,1.928117993,ELOVL5;SLC30A7;SLC40A1
Bodycomposition,Necrosis,1.924453039,ACSL4;ADORA1;AKT2;ALDH2;APOE;BECN1;CACNA2D2;CCND2;CD200;COL6A3;CYP19A1;DICER1;DLG4;DMD;DMP1;E2F3;EIF4G1;ENTPD1;EPAS1;FADD;FBXO11;FLT3;FOS;FOXP1;GAS7;GHRH;GPR65;GSK3A;HSPBAP1;INPP5A;IRAK2;ISM1;KCNB1;KMT2A;MAGI2;MAP3K1;MBOAT7;MECOM;MFN2;MINAR2;MRAS;MYO7A;MYSM1;NFYA;NTRK2;PACS2;PAK1;PDCD6IP;PDGFC;PELI1;PFKM;PHF5A;PLXNB2;POLB;PPARG;PPP3CA;RCAN1;RREB1;RSPO1;SFRP1;SFRP2;SGMS1;SHH;SPG11;SPN;SUN1;SUN2;SYK;TCF7L2;TEAD1;THOC1;TIAL1;TLE4;TMEM132A;TRIM10;TXNIP;UBE3A;UHRF2;USP22;VDR;XBP1;XRCC5
Bodycomposition,Metabolism of glycogen,1.924453039,AGL;LEPR;PFKM;TCF7L2
Bodycomposition,Adult-onset obesity,1.924453039,CIDEC;LEPR;NHLH2;NPY5R
Bodycomposition,Memory,1.920818754,Adcy3;APOE;CCND2;CYP19A1;DICER1;EHMT1;KMT2A;LEPR;NTRK2;PCM1;PDXP;PPP3CA;PTCHD1;RCAN1;SPG11;TCF20;VPS13B
Bodycomposition,Remodeling of bone,1.920818754,ADORA1;CYP19A1;DICER1;DLK1;FOS;GPR65;LEPR;NCOA1;SHH;SYK;VDR
Bodycomposition,Size of animal,1.920818754,DGKD;DNMT3A;FADD;FGF10;FOS;FST;NPEPPS;PCSK5;POLB;PPP3CA;RUNX2;SHH
Bodycomposition,Anxiety,1.920818754,ADORA1;APOE;DICER1;DLG4;DLK1;EHMT1;FOS;KMT2A;NPEPPS;NTRK2;PAK1;PDXP;PENK;RCAN1;TCF20
Bodycomposition,Morphogenesis of skin,1.913640169,AHDC1;DICER1;FGF10;FST;SHH
Bodycomposition,Function of rodents,1.899629455,BECN1;DMD;MCU;SFRP2;SLC40A1;SUN1;TRPC3
Bodycomposition,S phase,1.89279003,CCND2;E2F3;FOS;KDM4C;SUN1;SUN2;TIAL1;XRCC5
Bodycomposition,Myogenesis of skeletal muscle,1.89279003,APOE;BECN1;DMD;FOXP1;FOXP2;MYOZ1;SHH;TCF7L2
Bodycomposition,Abnormality of peripheral nervous system,1.89279003,APOE;CYP19A1;EPAS1;FGF10;HMGN1;KCNE1;MECOM;MYO7A;NHLH2;NTRK2;SCARB2;SHH
Bodycomposition,Quantity of male germ cells,1.88941029,CNOT7;CYP19A1;ENTPD1;FANCL;FOS;NHLH2;SUN1;UBE2J1;VDR
Bodycomposition,Infertility,1.88941029,BBS2;CCND2;CNOT7;CYP19A1;DICER1;DMD;E2F3;FANCL;FST;GSK3A;IMMP2L;KMT2E;NHLH2;NPEPPS;NTRK2;PRDM14;SUN1;TIAL1;UBE2J1;VDR;VPS13B
Bodycomposition,Morphogenesis of epithelial cells,1.882728704,EPB41L5;FGF10;MAP3K1;RNASE10
Bodycomposition,Cell death of cerebellar cortex cells,1.882728704,CACNA2D2;DICER1;INPP5A;NTRK2
Bodycomposition,Percentage body fat,1.876148359,AKT2;GSK3A;LEPR;MC3R;MRAP2;NHLH2;SFRP1
Bodycomposition,Density of dendritic spines,1.876148359,APOE;CHN1;CYP19A1;DLG4;ENTPD1;PAK1;UBE3A
Bodycomposition,Alzheimer disease,1.876148359,APOE;ATL2;FKBP5;Ifitm1;PAK1;SYT1;XBP1;ZBTB16
Bodycomposition,Mass of endocrine gland,1.876148359,AKT2;CCND2;CYP19A1;GHRH;LEPR;PPARG;PPP3CA;TXNIP
Bodycomposition,Metabolism of peptide,1.872895202,DCLK2;DMD;GCLC;GSK3A;PCSK5;SEMA4D;SFRP2;SYK;TNKS
Bodycomposition,Adipogenesis,1.869666232,AKT2;E2F3;NCOR2;PPARG;PUM2;SHH;TCF7L2;TULP3;VDR;XBP1
Bodycomposition,Transport of molecule,1.869666232,ABCD3;ADORA1;AKT2;AP1G1;AP4E1;APOE;ATP6V0B;ATP8B1;CTDSPL2;ENTPD1;EPAS1;EXOC3;FST;GHRH;GHRHR;GPLD1;GRIK1;KCNB1;KCNE1;MAMLD1;MCU;MYO6;MYO7A;NRXN1;NTRK2;PER2;PPARG;PPP3CA;PXK;RSPO1;SCARB2;SEC23A;SELENOK;SHH;SLC29A3;SLC30A7;SLC3A1;SLC40A1;SLC7A7;SPG11;SPNS1;STX16;SYK;SYT1;TFEB;TRPA1;TSPAN13;TXNIP;VDR;ZNF202
Bodycomposition,Length of cilia,1.866461092,FST;TCF7L2;TULP3
Bodycomposition,Quantity of dendrites,1.866461092,APOE;MYO6;PAK1
Bodycomposition,Differentiation of lymphohematopoietic progenitor cells,1.866461092,DLK1;FLT3;SHH
Bodycomposition,Lack of hair follicle,1.866461092,AKT2;PTPRD;SHH
Bodycomposition,Size of somites,1.866461092,SFRP1;SFRP2;SHH
Bodycomposition,Metaplasia of epithelial tissue,1.866461092,ADORA1;CYP19A1;PPARG
Bodycomposition,Morphology of body cavity,1.860120914,AKT2;APOE;BBS2;BECN1;BHMT;CCND2;CYP19A1;DGKD;DICER1;ELMO1;FADD;FOS;FOXP1;FOXP2;FST;GHRH;GSK3A;IMMP2L;LEPR;MAP3K1;NTRK2;PFKM;PPARG;PPP3CA;RCAN1;SHH;SIK3;SLC40A1;SPN;TACR3;TCF7L2;TFEB;TRPA1;TULP3;TXNIP;UBE3A;VDR;XBP1;ZDHHC16
Bodycomposition,Mass of brain,1.860120914,Adcy3;AKT2;CKB;LEPR;PPP3CA;SUN1
Bodycomposition,Diastolic pressure,1.860120914,APOE;CYP19A1;EPAS1;LEPR;PPARG;VDR
Bodycomposition,Shape change of neurites,1.853871964,Adcy3;APOE;AUTS2;CELSR1;CHN1;CYP19A1;DICER1;DLG4;ENTPD1;FOS;MAGI2;MID1;NTRK2;PAK1;TMEM108;UBE3A
Bodycomposition,Formation of brain cells,1.853871964,CYP19A1;FGF10;FOXP2;PTPRD;SHH
Bodycomposition,Lifespan of organism,1.853871964,AKT2;APOE;BECN1;CACNA2D2;DICER1;DMD;E2F3;FADD;FST;GHRHR;KCNAB2;PPP3CA
Bodycomposition,X-linked skeletal myopathy,1.844663963,BECN1;MID1;SNAP29;TFEB
Bodycomposition,Gait disturbance,1.841637508,AGL;APOE;CHN1;DICER1;PTCHD1;SUN1;SUN2;TRPC3;UBE3A;VDR
Bodycomposition,Asthenozoospermia,1.838631998,Adcy3;CYP19A1;DDHD1;GSK3A;KMT2E;UBE2J1;VDR;ZBTB16
Bodycomposition,Cell viability of fibroblasts,1.835647144,AKT2;FOS;MAP3K1;PER2;USP22;XRCC5
Bodycomposition,Quantity of anion,1.835647144,ALDH2;APOE;DMP1;KCNE1;PER2;VDR
Bodycomposition,Morphology of limb bone,1.835647144,AUTS2;GHRHR;P3H1;PHLPP1;RUNX2;ZBTB16
Bodycomposition,Transport of protein,1.835647144,AP1G1;AP4E1;CTDSPL2;MYO7A;PPP3CA;SEC23A;SELENOK;SHH;SPG11;SYK;TXNIP
Bodycomposition,Morphology of mitochondrial cristae,1.826813732,LEPR;PPARG
Bodycomposition,Proliferation of germinal center B lymphocytes,1.826813732,DICER1;SHH
Bodycomposition,Ossification of limb,1.826813732,ELMO1;PCSK5
