Phenotype,Function,p-value (-log10),Genes
Glucose,Respiratory quotient,2.744727495,CIDEC;KDM3A;LEPR;NR2C2;SIK3;SLC6A2
Glucose,Quantity of adenoma,2.732828272,CDKN1B;GHRH;PRSS8;RAB11A
Glucose,Invasion of epithelial cells,2.714442691,MYH10;NRAS;RAB11FIP1
Glucose,Exit from cell cycle progression of neural cells,2.714442691,ARHGAP17;E2F3;SS18
Glucose,Learning,2.707743929,ABI2;ADCY1;ADORA2B;ADRA2A;BLOC1S6;BTBD9;BTG2;CCND2;CYP19A1;DLGAP2;LEPR;NRAS;NRCAM;NRXN1;PCM1;PHF8;PTPRD;S100B;SLC12A5;SLC7A11;SNCA;VDAC1;VPS13B
Glucose,Morphology of lymphoid tissue,2.705533774,AKAP13;CDKN1B;DBNL;ERCC5;GHRH;IFNAR1;MAPKAPK2;NOTCH3;OCIAD1;PARP1;PPARG;RBL1;SHH;STEAP3;UBE2W
Glucose,Excitation of hippocampus,2.705533774,GRIK3;SLC12A5
Glucose,Replication of endocrine cells,2.705533774,ADRA2A;CCND2
Glucose,Development of clawed frog,2.705533774,HUNK;NEDD4
Glucose,Mass of ventral prostatic lobe,2.705533774,CDKN1B;CYP19A1
Glucose,Density of microvilli,2.705533774,NCOA3;PACSIN2
Glucose,Quantity of pituitary gland adenoma,2.705533774,CDKN1B;GHRH
Glucose,Activation of adipocytes,2.705533774,CIDEC;PPARG
Glucose,Tertiary lymphoid structure,2.705533774,IFNAR1;RBPJ
Glucose,Abnormal morphology of abnormally sized brain,2.705533774,E2F3;EFNA5
Glucose,Size of tooth,2.705533774,CDKN1B;SHH
Glucose,Response of neuronal progenitor cells,2.705533774,E2F3;RBL1
Glucose,Injury of hepatocytes,2.705533774,BNIP3;FAAH
Glucose,Quantity of connective tissue,2.684029655,AHNAK;AKT2;ATF2;CCND2;CDKN1B;CIDEC;CYP19A1;E2F3;FOXO3;FSTL1;GHRH;GPNMB;HERC1;IFNAR1;IMPACT;INSIG1;KDM3A;LEPR;LPAR1;MRAP2;NAA10;OCIAD1;PPARG;PSTPIP2;PTPRD;RBL1;SIK3;STEAP3
Glucose,Hyperplasia of epithelial tissue,2.671620397,ATP2A2;CCND2;CDKN1B;CYP19A1;IL12B;NCOA3;PPARG;RBL1;SHH
Glucose,Cell spreading of fibroblast cell lines,2.659555885,Gbp2;LPAR1;PACSIN2;SDC1;TGFB1I1
Glucose,Hyperlipidemia,2.655607726,DENND5B;FOXO3;KDM3A;LCP1;LEPR;PPARG;SH2B1
Glucose,Abnormal morphology of female genitalia,2.651695137,AKT2;CDKN1B;CYP19A1;E2F3;EBF2;EFNA5;FOXO3;NHLH2;NR2C2;RBL1;RBMS1;SH2B1
Glucose,Synaptic transmission,2.645891561,ADCY1;BTBD9;CACNB2;DLGAP2;FSTL1;NRXN1;PACSIN2;PHF8;PTPRD;SLC12A5;SLC7A11;SNCA;SNCB;STXBP1;VDAC1
Glucose,Apoptosis,2.643974143,ADCY1;ADORA2B;AKT2;ATF2;BACH1;BCL11B;BNIP3;CCND2;CDKN1B;CHD8;CIDEC;COL18A1;CUL4A;CYP19A1;DPP4;E2F3;FASTK;FBXO11;FNIP1;FOXO3;FSTL1;GAL3ST1;GCK;GHRH;GPNMB;GSK3A;HUNK;IFNAR1;IL12B;ING5;KDM3A;KIFAP3;LPAR1;MAPKAPK2;MYH10;NFAT5;NHLH2;NOTCH3;NR2C2;NRAS;NUDT13;OCIAD1;OGN;PARP1;PELI1;PPARG;PPP2R1B;RAB11A;RBL1;RBPJ;SETX;SHH;SLC7A11;SNCA;SNCB;SOX30;STEAP3;STK38;STXBP1;TEAD1;TGFB1I1;TLE4;TNFAIP1;TOPORS;USP36;USP47;VDAC1;VPS13B;ZFP36
Glucose,Quantity of glycogen,2.63638802,AGL;ELOVL5;FSTL1;GCK;GSK3A;LEPR;PPARG;SLC7A11
Glucose,Quantity of cytokine,2.634512015,AKT2;CIDEC;CYP19A1;E2F3;IFNAR1;IL10RA;IL12B;KDM3A;KLHDC10;LEPR;MAPKAPK2;MRAP2;PPARG;SIK3;STK38
Glucose,Glycolysis of cells,2.634512015,BACH1;FOXO3;FSTL1;KAT2B;PELI1;PLEKHA1;SLC7A11;SNCA;USP47
Glucose,Quantity of stem cells,2.630784143,ATF2;CCND2;CDKN1B;CUL4A;FOXO3;NFAT5;NOTCH3;PPP4R3B;RBPJ;SHH;TLE4
Glucose,Development of epithelial tissue,2.614393726,BCL11B;CDKN1B;CHD7;COL18A1;CYP19A1;E2F3;EVL;LEPR;NOTCH3;NRAS;PCDH8;RBPJ;RILPL1;RILPL2;SHH;SNCA;TGFB1I1;WDR11
Glucose,Mass of gonad,2.600326279,AKT2;CCND2;CDKN1B;CIDEC;CUL4A;CYP19A1;GAL3ST1;GHRH;KDM3A;KNSTRN;NAA10;NR2C2;SH2B1;SLC7A11;UBE2W
Glucose,Development of genitourinary system,2.591760035,ADRA2A;AKT2;ASH1L;CCND2;CDKN1B;CEP128;CHD7;CIDEC;CUL4A;CYP19A1;DAAM2;DSPP;EFNA5;FOXO3;FSTL1;GAL3ST1;GHRH;HUNK;INSIG1;ISM1;KDM3A;KNSTRN;LEPR;MYH10;NAA10;NCOA3;NHLH2;NR2C2;PCSK5;PLEKHA1;PPARG;PRDM14;RBL1;RBPJ;SETX;SH2B1;SHH;SIK3;SLC30A2;SLC7A11;SOX30;SS18;UBE2W;VANGL2;VPS13B
Glucose,Accumulation of steroid,2.591760035,ATP8B1;CYP7B1;GSK3A;INSIG1;LEPR;NFAT5
Glucose,Differentiation of epithelial cells,2.576754126,BLOC1S6;CDKN1B;COL18A1;CYP19A1;DSPP;GRHL3;HUNK;NOTCH3;PPARG;PRSS8;PTCH2;RBL1;RBPJ;TGFB1I1;TNKS
Glucose,Activation of connective tissue cells,2.573488739,CDKN1B;CIDEC;DACT3;GPNMB;NBR1;NRAS;PPARG;SHH
Glucose,Growth of genital organ,2.573488739,CCND2;CDKN1B;CYP19A1;FOXO3;KNSTRN;RBPJ;SH2B1;SOX30
Glucose,Exit from cell cycle progression,2.57024772,ARHGAP17;CDKN1B;E2F3;SS18
Glucose,Oxidation of D-glucose,2.57024772,GCK;MCU;NISCH;SLC2A2
Glucose,Development of neurons,2.555955204,ABI2;ADCY1;BCL11B;BLOC1S6;CELF4;CHRDL1;COL4A5;CYP19A1;DBNL;EBF2;EFNA5;GHRH;HERC1;KY;LPAR1;MPDZ;MYH10;NEDD4;NRCAM;NRXN1;PALM;PTPRD;S100B;SHH;SLC25A46;SLITRK1;SNCA;SNCB;SS18;TRIO;TRPM1;TULP3;UPF3B;ZDHHC2
Glucose,Development of ovary,2.554395797,CCND2;CDKN1B;CYP19A1;EFNA5;FOXO3;NHLH2;NR2C2;PLEKHA1;SH2B1;SIK3
Glucose,Size of connective tissue cells,2.554395797,ATF2;CYP19A1;GPNMB;KDM3A;MRAP2;NR2C2;PARP1;PPARG;PSTPIP2;RBL1;SIK3
Glucose,Growth of ovarian follicle,2.54668166,CCND2;CDKN1B;FOXO3;RBPJ;SH2B1
Glucose,Concentration of sterol,2.542118103,ATP8B1;CDKN1B;CIDEC;CYP19A1;DENND5B;FOXO3;GCK;GSK3A;INSIG1;KDM3A;LEPR;MAPKAPK2;ME1;NR2C2;PARP1;PPARG;SIK3;SLC7A11;TG
Glucose,Hyperinsulinism,2.53313238,AKT2;CDKN1B;CYP19A1;DPP4;LEPR;PPARG
Glucose,Transformation of embryonic cell lines,2.53313238,AKT2;BTG2;CCND2;FOXO3;NEDD4;NRAS
Glucose,Abnormal morphology of diencephalon,2.53313238,ADCY1;CDKN1B;COL18A1;EBF2;EFNA5;MYH10;SHH
Glucose,Quantity of pituitary cells,2.521433504,CDKN1B;GHRH;LEPR;TG
Glucose,Rac protein signal transduction,2.521433504,DBNL;FARP1;NISCH;TNS3
Glucose,Dysfunction of mitochondria,2.521433504,BNIP3;BTG2;CYP19A1;PARP1
Glucose,Mass of genitourinary system,2.505845406,AKT2;CCND2;CDKN1B;CIDEC;CUL4A;CYP19A1;GAL3ST1;GHRH;INSIG1;KDM3A;KNSTRN;NAA10;NR2C2;PPARG;RBL1;SH2B1;SIK3;SLC7A11;UBE2W
Glucose,Hyperphagia,2.505845406,LEPR;MRAP2;NHLH2;PPARG;SDC1;SH2B1
Glucose,Abnormal morphology of forebrain,2.500312917,ABI2;ADCY1;CDKN1B;COL18A1;EBF2;EFNA5;IFNAR1;MYH10;PHF8;SHH;SNCA;SNCB;TRIO
Glucose,Hypertrophy of tunica media,2.488116639,NOTCH3;RBPJ
Glucose,Conversion of induced regulatory T-lymphocyte,2.488116639,BCL11B;PARP1
Glucose,Neurodegeneration of cholinergic neurons,2.488116639,SHH;SNCA
Glucose,Frequency of conventional dendritic cells,2.488116639,IFNAR1;SIRPA
Glucose,Activation of invariant natural killer T cells,2.488116639,IL12B;PPARG
Glucose,Hypertrophy of myofiber,2.488116639,DEPDC5;FOXO3
Glucose,Hypoplasia of ovary,2.488116639,E2F3;SH2B1
Glucose,Dysplasia of retina,2.488116639,CDKN1B;RBL1
Glucose,Oligozoospermia,2.488116639,CCND2;CUL4A;CYP19A1;GSK3A;KDM3A;KNSTRN;NR2C2;SH2B1;VPS13B
Glucose,Mass of fat pad,2.488116639,CDKN1B;CIDEC;CYP19A1;Dnajb3;INSIG1;KDM3A;NR2C2;RBL1;SIK3
Glucose,Morphology of connective tissue cells,2.485452247,ATF2;CDKN1B;CYP19A1;GPNMB;KDM3A;MRAP2;NR2C2;PARP1;PPARG;PSTPIP2;RBL1;SIK3
Glucose,Abnormal morphology of white adipose tissue,2.476253533,CIDEC;CYP19A1;INSIG1;KDM3A;RBL1
Glucose,Abnormal morphology of trachea,2.472370099,AFAP1L2;FSTL1;RBL1;SHH
Glucose,Expansion of T lymphocytes,2.469800302,CDKN1B;FOXO3;IFNAR1;LCP1;LEPR;NOTCH3;PARP1;PPARG;SHH
Glucose,Abnormal morphology of gonad,2.465973894,AKT2;CDKN1B;CHD7;CUL4A;CYP19A1;E2F3;EBF2;EFNA5;FOXO3;GAL3ST1;GSK3A;KDM3A;KNSTRN;NHLH2;NR2C2;PRDM14;SETX;SH2B1;UBE2W;VPS13B
Glucose,Morphology of gap junctions,2.460923901,NRCAM;SNCA;SNCB
Glucose,Concentration of D-glucose,2.459670525,AGL;AKT2;ATP2A2;BACH1;CDKN1B;CIDEC;CYP19A1;ELOVL5;FOXO3;GAD2;GCK;KDM3A;LEPR;MCU;NR2C2;PPARG;SIK3;STEAP3;SYTL4
Glucose,Differentiation of helper T lymphocytes,2.458420756,ADORA2B;CDKN1B;DUSP8;GHRH;IFNAR1;IL10RA;IL12B;LEPR;NBR1;PPARG;SHH;USP15
Glucose,Concentration of cholesterol,2.458420756,ATP8B1;CDKN1B;CIDEC;CYP19A1;DENND5B;FOXO3;GCK;GSK3A;INSIG1;KDM3A;LEPR;MAPKAPK2;NR2C2;PARP1;PPARG;SIK3;SLC7A11;TG
Glucose,Invasion of cells,2.450996738,ADRA2A;CCR9;COL18A1;ELOVL5;FSTL1;IFNAR1;LCP1;MYH10;NCOA3;NR2C2;NRAS;NRCAM;PPARG;RAB11FIP1;SDC1;SLC7A11;TRIO
Glucose,Congenital anomaly of testis,2.441291429,CYP19A1;E2F3;EBF2;NHLH2;SH2B1
Glucose,Non-malignant disorder,2.432973634,AHNAK;ATF2;ATP2A2;BCL11B;CDKN1B;CYP19A1;DMWD;E2F3;EFNA5;FOXO3;GHRH;GRHL3;GSK3A;HOXA2;IL12B;INSIG1;MAPKAPK2;NR2C2;NRAS;PPP6C;PRSS8;RAB11A;RBL1;SDC1;SHH;TG;WDR11
Glucose,Differentiation of epithelial tissue,2.428291168,BLOC1S6;CDKN1B;COL18A1;CYP19A1;DSPP;FSTL1;GRHL3;HUNK;NOTCH3;PPARG;PRSS8;PTCH2;RBL1;RBPJ;TGFB1I1;TNKS
Glucose,Microtubule dynamics,2.412289035,ABI2;ADCY1;BCL11B;BLOC1S6;CDKN1B;CEP128;CYP19A1;DBNL;EFNA5;EVL;HERC1;LPAR1;MAPKAPK2;MPDZ;MYH10;NEDD4;NISCH;NRCAM;NRXN1;PACSIN2;PALM;PARP1;PCM1;PTPRD;RANBP10;S100B;SH2B1;SHH;SIRPA;SLC25A46;SLITRK1;SNCA;SNCB;SS18;TRIO;UPF3B;VANGL2;VDAC1;WDR11;WDR36
Glucose,Abnormal morphology of gland,2.412289035,AKT2;BCL11B;CDKN1B;CYP19A1;DPP4;E2F3;GSK3A;NHLH2;PARP1;PPARG;RBL1;SHH;SLC2A2;SLC30A2;SYTL4;TG;TGFB1I1
Glucose,Morphology of testis,2.410050399,AKT2;CCND2;CDKN1B;CIDEC;CUL4A;CYP19A1;GAL3ST1;KDM3A;KNSTRN;NAA10;NR2C2;SH2B1;SLC7A11;SOX30;UBE2W
Glucose,Formation of cellular protrusions,2.406713933,ABI2;ADCY1;BCL11B;BLOC1S6;CEP128;CYP19A1;DBNL;EFNA5;HERC1;LPAR1;MAPKAPK2;MPDZ;MYH10;NEDD4;NISCH;NRCAM;NRXN1;PACSIN2;PALM;PTPRD;S100B;SH2B1;SHH;SIRPA;SLC25A46;SLITRK1;SNCA;SNCB;SS18;TRIO;UPF3B;VANGL2;VDAC1;WDR11
Glucose,Growth of reproductive tract,2.396855627,CCND2;CDKN1B;CYP19A1;FOXO3;RBPJ;SH2B1
Glucose,Concentration of hormone,2.388276692,AKT2;AP4E1;CDKN1B;CYP19A1;DPP4;E2F3;FAAH;FOXO3;GCK;GHRH;HERC1;KDM3A;LEPR;NCOA3;NHLH2;NR2C2;PPARG;RBMS1;SIK3;SLC2A2
Glucose,Abnormal morphology of tracheal ring,2.388276692,FSTL1;RBL1;SHH
Glucose,Dysmyelination of axons,2.388276692,CDKN1B;EBF2;NRCAM
Glucose,Size of cerebral ventricles,2.388276692,AP4E1;ATF2;WDR11
Glucose,Morphology of cerebellum,2.381951903,BTG2;CDKN1B;NRCAM;SHH
Glucose,Size of adipose tissue,2.380906669,ATF2;CYP19A1;KDM3A;LEPR;MRAP2;NR2C2;PARP1;PPARG;RBL1;SIK3
Glucose,Development of dentate gyrus,2.375717904,BLOC1S6;BTG2;SNCA;SNCB;VPS13B
Glucose,Quantity of adipocytes,2.375717904,CDKN1B;CYP19A1;NAA10;PPARG;RBL1
Glucose,Growth arrest,2.374687549,AHNAK;CCND2;CDKN1B;NRAS;PPARG;RAB11A;RBL1;SIK3
Glucose,Insulin resistance,2.373659633,AKT2;BACH1;CDKN1B;CIDEC;CYP19A1;CYP7B1;FAAH;GCK;KDM3A;LEPR;PPARG;RBPJ;SH2B1;SLC30A7
Glucose,Inflammation of body cavity,2.363512104,ADORA2B;AKT2;ATP8B1;CCR9;CIDEC;CYP19A1;DEPDC5;DPP4;E2F3;FAAH;FNDC4;FOXO3;GAD2;Gbp2;GPNMB;IFNAR1;IL10RA;IL12B;INSIG1;LEPR;MAPKAPK2;NBR1;NFAT5;NR2C2;NRAS;PARP1;PLEKHA1;PPARG;PRSS8;SDC1;SLC7A11;STK38;URI1;USP47;ZFP36
Glucose,Abnormal morphology of internal genitalia,2.363512104,AKT2;CDKN1B;CHD7;CUL4A;CYP19A1;E2F3;EBF2;EFNA5;FOXO3;GAL3ST1;KDM3A;KNSTRN;NHLH2;NR2C2;RBL1;RBMS1;SETX;SH2B1;UBE2W;VPS13B
Glucose,Abnormal morphology of genital organ,2.358525889,AKT2;CDKN1B;CHD7;CUL4A;CYP19A1;E2F3;EBF2;EFNA5;FOXO3;GAL3ST1;GSK3A;KDM3A;KNSTRN;NHLH2;NR2C2;PRDM14;RBL1;RBMS1;SETX;SH2B1;UBE2W;VPS13B
Glucose,Consumption of oxygen,2.350665141,ATF2;CIDEC;IMPACT;KDM3A;LEPR;MCU;NAA10;NR2C2;RBL1;SIK3
Glucose,Morphology of endocrine gland,2.350665141,AKT2;CCND2;CDKN1B;CYP19A1;DPP4;GCK;GHRH;LEPR;PPARG;SHH
Glucose,Formation of skull,2.345823458,CHD7;INSIG1;PCSK5;RBPJ;SHH;TULP3
Glucose,Transport of transition metal ion,2.338187314,Mmgt2;SFXN1;SLC30A7;STEAP3
Glucose,Adult-onset obesity,2.338187314,CIDEC;LEPR;NHLH2;PARP1
Glucose,Morphology of genital organ,2.335358024,AKT2;CCND2;CDKN1B;CIDEC;CUL4A;CYP19A1;CYP7B1;GAL3ST1;GHRH;KDM3A;KNSTRN;NAA10;NR2C2;SH2B1;SLC7A11;SOX30;UBE2W
Glucose,Quantity of cells,2.321481621,ADGRF5;ADORA2B;AKAP13;AKT2;ATF2;BCL11B;CACNA2D1;CCND2;CCR9;CDKN1B;CHD8;COL18A1;CRX;CUL4A;CYP19A1;DAAM2;DUSP8;EBF2;EVL;FASTK;FBXO11;FNIP1;FOXO3;FSTL1;GHRH;GPNMB;HERC1;IFNAR1;IL10RA;IL12B;ISM1;KNSTRN;LCP1;LEPR;LPAR1;MAPKAPK2;MCU;NAA10;NEDD4;NFAT5;NHLH2;NOTCH3;NR2C2;NRAS;NRCAM;OCIAD1;PARP1;PELI1;PHF8;PIP4K2C;PPARG;PPP4R3B;PSTPIP2;PTPRD;RBL1;RBPJ;RTBDN;SDC1;SH2B1;SHH;SIK3;SIRPA;SLC30A7;SLC6A2;SNCA;SNCB;STEAP3;TG;TLE4;TNKS;TRPM1;UBE2W;USP47;WDR11;ZFP36
Glucose,Size of cerebellum,2.319664487,BTG2;CDKN1B;SHH
Glucose,Morphogenesis of head,2.318758763,ABI2;CHD7;FOXO3;FZD3;GRHL3;HOXA2;INSIG1;PLEKHA1;PRDM8;SHH;TULP3;VANGL2;VPS13B
Glucose,Proliferation of skeletal muscle,2.317854924,NRAS;SHH
Glucose,Cell viability of kidney cell lines,2.317854924,NFAT5;VDAC1
Glucose,Loss of exocrine cells,2.317854924,GSK3A;PARP1
Glucose,Proliferation of adipoblasts,2.317854924,AKT2;SHH
Glucose,Arrest in meiosis of spermatocytes,2.317854924,PPP2R1B;SOX30
Glucose,Deficiency of lymphocytes,2.317854924,FNIP1;RBPJ
Glucose,Autophagy of dopaminergic neurons,2.317854924,SNCA;USP30
Glucose,Arrest in cell cycle progression of B-lymphocyte derived cell lines,2.317854924,CCND2;CDKN1B
Glucose,Damage of salivary gland,2.317854924,IFNAR1;IL12B
Glucose,Presence of cerebral cortex cells,2.317854924,CDKN1B;CNKSR2
Glucose,Synaptogenesis of brain cells,2.317854924,CYP19A1;PTPRD
Glucose,Mitosis of hematopoietic progenitor cells,2.317854924,CDKN1B;FOXO3
Glucose,Cell cycle progression of lens fiber cells,2.317854924,CDKN1B;E2F3
Glucose,G2 phase of T lymphocytes,2.317854924,NFAT5;SHH
Glucose,Healing of skin wound,2.317854924,LEPR;SLC7A11
Glucose,Abnormal morphology of enlarged ovary,2.317854924,CDKN1B;FOXO3
Glucose,Development of medulla oblongata,2.317854924,ATF2;TRIO
Glucose,Accumulation of cholesterol,2.312471039,CYP7B1;GSK3A;INSIG1;LEPR;NFAT5
Glucose,Arrest in G1 phase,2.289882635,CCND2;CDKN1B;NCOA3;NEDD4;NFAT5;PARP1;RBL1
Glucose,Mass of lymphoid organ,2.28567024,AKAP13;CDKN1B;DBNL;ERCC5;GHRH;PARP1;PPARG;STEAP3;UBE2W
Glucose,Migration of connective tissue cells,2.28567024,AKT2;CDKN1B;FSTL1;MAPKAPK2;MYH10;NACC1;NFAT5;PACSIN2;SHH
Glucose,Quantity of brown adipose tissue,2.281498311,CDKN1B;KDM3A;MRAP2;PPARG;SIK3
Glucose,Expansion of cells,2.274088368,CCND2;CDKN1B;FOXO3;IFNAR1;LCP1;LEPR;NOTCH3;NRAS;PALM;PARP1;PPARG;RBL1;SH2B1;SHH;SIK3
Glucose,Morphology of gonad,2.269217724,AKT2;CCND2;CDKN1B;CIDEC;CUL4A;CYP19A1;GAL3ST1;GHRH;KDM3A;KNSTRN;NAA10;NR2C2;SH2B1;SLC7A11;SOX30;UBE2W
Glucose,Endocytosis of synaptic vesicles,2.254925208,AAK1;BTBD9;SNCA;SNCB
Glucose,Metabolism of neurotransmitter,2.254925208,BTBD9;SLITRK1;SNCA;SNCB
Glucose,Apoptosis of nervous tissue cell lines,2.254925208,PELI1;SNCA;SNCB;TNFAIP1
Glucose,Density of capillary vessel,2.254925208,CDKN1B;FNIP1;FSTL1;NCOA3
Glucose,Morphology of tooth,2.254925208,CDKN1B;DSPP;SHH
Glucose,Concentration of docosahexaenoic acid,2.254925208,ELOVL5;SLC30A7;SNCA
Glucose,Morphology of neuroglia,2.251811973,GAL3ST1;LPAR1;S100B;SNCA;TULP3
Glucose,Quantity of neuroendocrine cells,2.248720896,AKT2;CDKN1B;GHRH;LEPR;SLC30A7;TG;WDR11
Glucose,Expansion of lymphocytes,2.248720896,CCND2;CDKN1B;FOXO3;IFNAR1;LCP1;LEPR;NOTCH3;PARP1;PPARG;SHH
Glucose,Abnormal metabolism,2.243363892,ADCY1;AKT2;ATP2A2;CDKN1B;DENND5B;FOXO3;GCK;IFNAR1;KDM3A;LCP1;LEPR;PARP1;PPARG;SH2B1
Glucose,Development of inner ear,2.238072162,C1QTNF5;CDKN1B;CHD7;FZD3;GRHL3;INSIG1;MAPKAPK2;SHH;VANGL2
Glucose,Feeding,2.231361899,BCL11B;CDKN1B;CIDEC;EFNA5;FAAH;GIGYF2;HOXA2;IMPACT;LEPR;LPAR1;MRAP2;MYH10;NR2C2;PPARG;PTPRD;SIK3
Glucose,Size of cells,2.228412519,AKT2;ATF2;CDKN1B;COL18A1;CYP19A1;FOXO3;GPNMB;GRHL3;GSK3A;KDM3A;MRAP2;NR2C2;NRAS;PARP1;PPARG;PSTPIP2;RBL1;RBPJ;SIK3;SNCA;SNCB;TRPM1;USP36
Glucose,Miniature excitatory postsynaptic currents,2.22184875,CELF4;DLGAP2;NEDD4;NRXN1;SLC12A5
Glucose,Abnormal morphology of brain,2.22184875,ABI2;ADCY1;BTBD9;CCND2;CDKN1B;COL18A1;E2F3;EBF2;EFNA5;EPB41L1;GAL3ST1;HOXA2;IFNAR1;IL12B;MYH10;NRCAM;PHF8;RBL1;SHH;SNCA;SNCB;TRIO
Glucose,Clearance of D-glucose,2.215382707,Dnajb3;DPP4;LEPR;PPARG
Glucose,Size of body,2.212539525,ADGRF5;AHNAK;AKT2;ATP2A2;CDKN1B;CELF4;CHD7;DACT3;DBNL;DPP4;E2F3;EBF2;EFNA5;GAD2;GCK;GHRH;IMPACT;INSIG1;LEPR;LPAR1;MRAP2;NCOA3;NR2C2;NRCAM;PARP1;PTPRD;RBL1;SH2B1;SIK3;SIRPA;SLC2A2;SLITRK1;SNCA;SNCB;SYTL4;TLE4;ZFP36
Glucose,Benign lesion,2.202732459,AHNAK;ATF2;ATP2A2;BCL11B;CDKN1B;CYP19A1;DMWD;E2F3;FOXO3;GHRH;GSK3A;LEPR;MAPKAPK2;NR2C2;NRAS;PPP6C;PRSS8;RAB11A;RBL1;SDC1;SLC7A11
Glucose,Fear,2.199970641,ADRA2A;DPP4;EIF4G1;GAD2;SLITRK1;VDAC1
Glucose,Migration of fibroblasts,2.195179321,AKT2;CDKN1B;FSTL1;MAPKAPK2;MYH10;NFAT5;PACSIN2;SHH
Glucose,Small GTPase mediated signal transduction,2.195179321,DBNL;FARP1;GDI2;LPAR1;NISCH;NRAS;TNS3;VANGL2
Glucose,Hyperplasia of tissue,2.194499142,ATP2A2;BTG2;CCND2;CDKN1B;CYP19A1;IL12B;LEPR;NCOA3;PPARG;RBL1;SHH
Glucose,Proliferation of adipocytes,2.193820026,AKT2;E2F3;SHH
Glucose,Immune response of CD4+ T-lymphocytes,2.193820026,IL10RA;IL12B;LEPR
Glucose,Morphology of white adipose tissue,2.19314197,ATF2;CIDEC;IL10RA;KDM3A;MRAP2;NAA10;NR2C2;PPARG;RBL1;SLC7A11
Glucose,Glucose metabolism disorder,2.189767482,ADCY1;ADORA2B;ADRA2A;AGPAT4;AKT2;ATP2A2;BACH1;BPIFC;CACNA2D1;CCDC25;CCND2;CCR9;CDKN1B;CIDEC;COL14A1;CYP19A1;CYP7B1;Dnajb3;DPP4;FAAH;FOXO3;GAD2;Gbp2;GCK;GPNMB;GSK3A;HAAO;IL10RA;IL12B;KDM3A;LCP1;LEPR;MCU;ME1;NRSN1;PARP1;PPARG;RBPJ;RSPO4;SH2B1;SLC1A4;SLC2A2;SLC30A7;SLC7A11;SNCA;SUV39H2;TLE4;UPF3B;ZFP36
Glucose,Development of joint,2.177178355,FOXO3;INSIG1;RBPJ;SHH
Glucose,Assembly of presynaptic membrane,2.177178355,NRXN1;PTPRD
Glucose,Entry into interphase of T lymphocytes,2.177178355,CDKN1B;SHH
Glucose,Release of germ cells,2.177178355,EFNA5;PPARG
Glucose,Experimental allergic encephalomyelitis (chronic relapsing),2.177178355,IL12B;PPARG
Glucose,Exit from cell cycle progression of neuronal progenitor cells,2.177178355,ARHGAP17;E2F3
Glucose,Release of virus,2.177178355,CHMP3;RBPJ
Glucose,Synaptogenesis of neurons,2.177178355,CYP19A1;PTPRD
Glucose,Severe diabetes mellitus,2.177178355,AKT2;LEPR
Glucose,Formation of enchondroma,2.177178355,E2F3;RBL1
Glucose,Hyperplasia of intermediate lobe of the pituitary gland,2.177178355,CDKN1B;GHRH
Glucose,Microadenoma,2.177178355,GSK3A;MAPKAPK2
Glucose,Adipogenesis,2.177178355,AKT2;ATF2;E2F3;EBF2;PPARG;SHH;TGFB1I1;TRIO;TULP3
Glucose,Quantity of subcutaneous fat,2.164943898,ATF2;CIDEC;INSIG1;PTPRD;SIK3
Glucose,Autophagy of mitochondria,2.164943898,BNIP3;SLC25A46;SNCA;TNFAIP1;USP30
Glucose,Abnormal morphology of liver,2.161780778,ABCD3;AGL;ATF2;CDKN1B;CTBS;CYP19A1;DEPDC5;ERCC5;MYH10;OCIAD1;PPARG;SIK3;SIRPA
Glucose,Quantity of endocrine cells,2.161150909,AKT2;CDKN1B;GHRH;LEPR;SHH;SLC30A7;TG;WDR11
Glucose,Transcription,2.15490196,ASH1L;ATF2;BACH1;BCL11B;CEP128;CHD7;CHD8;CRX;E2F3;EBF2;EIF4G2;EZH1;FOXO3;Gbp2;GPBP1;GRHL3;GSK3A;HIPK3;HOXA2;IFNAR1;IMPACT;KAT2B;KDM3A;LYAR;MAPKAPK2;NCOA3;NEDD4;NFAT5;NHLH2;NOTCH3;NR2C2;NRAS;PARP1;PPARG;PRDM14;PRDM4;PRDM8;RBL1;RBPJ;SAP30;SHH;SKOR1;SOX30;SUV39H2;TEAD1;TLE4;TOPORS;USP47;YLPM1;ZFP36;ZNF462
Glucose,Hypoplasia of testis,2.140261434,E2F3;EBF2;NHLH2;SH2B1
Glucose,Transport of ion,2.139063379,ATP2A2;ATP8B1;CACNA2D1;CDKN1B;GCK;GRIK3;MCU;Mmgt2;NEDD4;PPARG;PRSS8;SFXN1;SLC12A5;SLC30A7;STEAP3;TG
Glucose,Autophagy of epithelial cells,2.135488919,FOXO3;GSK3A;PPARG
Glucose,Morphogenesis of epithelial tissue,2.131943638,BCL11B;COL18A1;PCDH8;RILPL1;RILPL2;SHH;TGFB1I1
Glucose,Differentiation of adipocytes,2.129596095,ADGRF5;ADORA2B;ATF2;BNIP3;EBF2;INSIG1;PARP1;PPARG;PRG4;SIK3;TGFB1I1;TRIO;ZFP36
Glucose,Morphology of lymphoid organ,2.11463878,AKAP13;CDKN1B;DBNL;ERCC5;GHRH;NOTCH3;PARP1;PPARG;RBL1;SHH;STEAP3;UBE2W
Glucose,Apoptosis of heart,2.111820506,BACH1;BNIP3;FOXO3;FSTL1;GSK3A;KIFAP3;MAPKAPK2;MYH10
