Phenotype,Function,p-value (-log10),Genes
Bodycomposition,Hypoplasia of organ,5.649751982,ARID4B;CACNA2D2;CBX4;CCND2;CNOT7;DICER1;DLK1;E2F3;FADD;FGF10;FUT4;GHRH;IL31RA;MECOM;NCOA1;NHLH2;PBX3;PCSK5;PPARG;PRKCH;RBMS1;RUNX2;SSBP2;TEAD1;TLE4;VDR;XRCC5
Bodycomposition,Proliferation of neural cells,5.482804102,AKT2;CAMK1;CELSR1;CHN1;DICER1;DLGAP4;E2F3;EMX1;EPAS1;F2;FZD3;GAS7;GHRH;HDGFL3;IDE;KDM4C;LEPR;MSI2;NCOR2;NTRK2;PLXNB2;PPARG;PPP5C;RAB23;RSU1;SYK;TCF7L2;TULP3;UBE3A
Bodycomposition,Hypoplasia,5.250263684,AKT2;ARID4B;CACNA2D2;CBX4;CCND2;CNOT7;DICER1;DLK1;E2F3;FADD;FGF10;FUT4;GHRH;IL31RA;MECOM;NCOA1;NHLH2;PBX3;PCSK5;PPARG;PRKCH;RBMS1;RUNX2;SSBP2;TEAD1;TLE4;VDR;XRCC5
Bodycomposition,Abnormal morphology of head,5.055024092,BBS2;CACNA2D2;CCND2;CHN1;CHRNB2;CISD2;CSMD3;DBN1;DICER1;DLK1;E2F3;EHMT1;ELMOD1;EMX1;ENTPD1;FGF10;FLNB;FOS;FOXP2;FST;LRRK1;MECOM;NAA10;NCOA1;NCOR2;NTRK2;PBX3;PDCD6IP;PEAK1;PER2;PLXNB2;PRKCH;PTH1R;RAB28;RREB1;RUNX2;SCARB2;SIK3;SUN1;TCF7L2;UBE3A;VDR;VPS13B;XRCC5
Bodycomposition,Aplasia or hypoplasia,5.006123085,AKT2;ARID4B;CACNA2D2;CBX4;CCND2;CNOT7;DICER1;DLK1;E2F3;EMX1;FADD;FGF10;FUT4;GHRH;IL31RA;MECOM;NCOA1;NHLH2;PBX3;PCSK5;PPARG;PRKCH;RBMS1;RUNX2;SSBP2;TEAD1;TLE4;VDR;XRCC5
Bodycomposition,Morphology of cellular protrusions,4.991399828,CACNA2D2;CHN1;DICER1;ELMOD2;FOS;FST;MAGI2;MYO6;NTRK2;RAB8A;SHTN1;TCF7L2;TENM4;TULP3
Bodycomposition,Activation of DNA endogenous promoter,4.91721463,ABLIM1;ARID4B;CBX4;CNOT7;DICER1;EHMT1;EPAS1;EPC1;FGF10;FOS;FOXP1;FOXP2;GZF1;KMT2A;MECOM;NCOA1;NCOR2;NHLH2;NUCKS1;PBX3;PER2;PIAS2;PPARG;PPP3CA;RREB1;RUNX2;SEMA4D;SFRP2;SLC40A1;TCF20;TCF7L2;TEAD1;TFAP4;TFEB;TLE4;UBE3A;YLPM1;ZNF462;ZNF746
Bodycomposition,Transcription of RNA,4.869666232,ABLIM1;ARID4B;CBX4;CNOT7;DICER1;DMD;DNMT3A;E2F3;EHMT1;ELK4;EPAS1;EPC1;FGF10;FOS;FOXP1;FOXP2;GZF1;KMT2A;MAGI2;MAP3K1;MECOM;NCOA1;NCOR2;NHLH2;NSD3;NUCKS1;PBX3;PER2;PIAS2;PPARG;PPP3CA;RREB1;RUNX2;SEMA4D;SFRP2;SLC40A1;TCF20;TCF7L2;TEAD1;TFAP4;TFEB;TLE4;TOPORS;UBE3A;VDR;YLPM1;ZNF462;ZNF746
Bodycomposition,Cellular homeostasis,4.853871964,AKT2;AMPD3;BECN1;C9orf72;CAMK1;CHRNB2;CISD2;CYB561;DICER1;DMD;DMXL2;DNMT3A;ELK4;ENTPD1;EPAS1;F2;FADD;FOXP1;GHRH;LEPR;MCU;MECOM;MPZL2;MYSM1;NBEA;NCOR2;NTRK2;NUCKS1;PDCD6IP;PPARG;PPP2R2A;PPP3CA;PRKCH;PTH1R;RUNX2;SIK3;SLC20A2;SLC24A3;SLC30A7;SLC40A1;SNAP47;SPN;SST;STIM2;STX16;SYK;TCF7L2;TFAP4;TFEB;TSPAN9;TTC7A;USP15;USP38;VDR;XRCC5
Bodycomposition,Morphology of nervous system,4.774690718,AKT2;AP4E1;BECN1;CACNA2D2;CHN1;DICER1;DLGAP4;ENTPD1;FOS;FZD3;LEPR;MAGI2;MYO6;NTRK2;PDCD6IP;PLXNB2;PPARG;PPP3CA;RAB23;RAB8A;SHTN1;SUN1;TCF7L2;TENM4;TULP3
Bodycomposition,Morphology of growth plate,4.769551079,FLNB;FOS;PTH1R;RUNX2;SIK3;TLE4;VDR
Bodycomposition,Transcription,4.756961951,ABLIM1;ARID4B;BBS2;CBX4;CNOT7;DICER1;DLK1;DMD;DNMT3A;E2F3;EHMT1;ELK4;EPAS1;EPC1;F2;FGF10;FOS;FOXP1;FOXP2;GZF1;KDM4C;KMT2A;MAGI2;MAP3K1;MECOM;NCOA1;NCOR2;NHLH2;NSD3;NTRK2;NUCKS1;PBX3;PER2;PIAS2;PPARG;PPP3CA;RREB1;RSPO1;RUNX2;SEMA4D;SFRP2;SLC24A3;SLC40A1;TCF20;TCF7L2;TEAD1;TFAP4;TFEB;TIFAB;TLE4;TOPORS;UBE3A;VDR;YLPM1;ZNF462;ZNF746
Bodycomposition,Development of female reproductive tract,4.595166283,CCND2;DICER1;FGF10;FOS;FST;GREB1L;IMMP2L;LEPR;NHLH2;NTRK2;RSPO1;SIK3;UBE3A;YTHDC2
Bodycomposition,Cell transformation,4.576754126,ABLIM1;AKT2;ARID4B;BECN1;CCND2;CNOT7;CTDSPL2;DCUN1D3;DICER1;DLK1;E2F3;ELOVL5;ENTPD1;EPAS1;EPB41L5;F2;FADD;FBXO11;FGF10;FNBP1L;FOS;FOXP1;GNGT2;HERC3;INPP5A;LEPR;LETMD1;MECOM;MSI2;MTA1;NCAPH;NCOR2;NTRK2;NUCKS1;PBX3;PC;PER2;PHF20L1;PLXNB2;PPARG;PPP2R5C;PPP5C;PRC1;SEMA4D;SGMS1;SLC40A1;SPN;SSBP2;SYK;TCF7L2;TFAP4;TRIM35;TWF1;UBE2J1;UBE3A;USP12;VDR;VPS13B;XRCC5
Bodycomposition,Enlargement of connective tissue cells,4.508638306,DICER1;DNMT3A;FLNB;LEPR;PPARG;PTH1R;RUNX2;VDR
Bodycomposition,Transcription of DNA,4.494850022,ABLIM1;ARID4B;CBX4;CNOT7;DICER1;DMD;E2F3;EHMT1;EPAS1;EPC1;FGF10;FOS;FOXP1;FOXP2;GZF1;KMT2A;MECOM;NCOA1;NCOR2;NHLH2;NSD3;NUCKS1;PBX3;PER2;PIAS2;PPARG;PPP3CA;RREB1;RUNX2;SEMA4D;SFRP2;SLC40A1;TCF20;TCF7L2;TEAD1;TFAP4;TFEB;TLE4;TOPORS;UBE3A;VDR;YLPM1;ZNF462;ZNF746
Bodycomposition,Development of neural cells,4.411168274,BECN1;CACNA2D2;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;DLGAP4;DMD;ENTPD1;FGF10;FNBP1L;FOS;FOXP2;FZD3;GABRA2;GAS7;GHRH;HDGFL3;MAGI2;MSI2;MTURN;MYO6;NTRK2;PBX3;PLXNB2;PPP3CA;SEMA4D;SFRP2;SHTN1;SUN1;TCF7L2;TENM4;TMEM108;TULP3;UBE3A
Bodycomposition,Growth of organism,4.377785977,AKT2;BECN1;CACNA2D2;DICER1;DLGAP4;DLK1;DMD;DUOXA2;E2F3;EHMT1;EPAS1;F2;FOXP1;FOXP2;FZD3;GCLC;KDM4C;MAP3K1;MSI2;MYSM1;NCOA1;NCOR2;PHF20L1;PLXNB2;PPARG;PPP3CA;PUM2;RAB23;RSU1;SCARB2;SIK3;SLC30A7;TCF7L2;TNKS;VDR;VPS13B;XRCC5
Bodycomposition,Organismal death,4.294136288,ACSL4;AKT2;AP1G1;ARID4B;BECN1;CACNA2D2;CBX4;CCND2;CELSR1;CHRNB2;CISD2;Clcnkb;CNOT4;DGKD;DICER1;DLK1;DMD;DNMT3A;E2F3;EHMT1;EPAS1;F2;FADD;FGF10;FLNB;FOS;FOXP1;FOXP2;FST;G2E3;GABRA2;GCLC;Gulo;IDE;KDM4C;KMT2A;LEPR;LRRK1;MAGI2;MAP3K1;MECOM;MLLT3;NAA10;NCAPH;NCOA1;NCOR2;NHLH2;NTRK2;PBX3;PCSK5;PELI1;PER2;PIAS2;PLXNB2;PPARG;PPP3CA;PPP5C;PRKCH;PTH1R;RAB8A;RBMS1;RSPO1;RUNX2;SCARB2;SELENOK;SFRP2;SGMS1;SIK3;SLC40A1;SSBP2;STIM2;SUN1;SYK;SYNE2;SYT1;TCF7L2;TEAD1;TFAP4;TFEB;TLE4;TNKS;UBE2J1;UBE3A;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Quantity of adipose tissue,4.277366077,AKT2;BBS2;CDC27;CISD2;DICER1;DLK1;DNMT3A;E2F3;GHRH;LEPR;NAA10;NUCKS1;PPARG;SGMS1;SIK3;SLC25A21;UBE2J1;VDR
Bodycomposition,Hypertrophy of cells,4.156767222,BECN1;DEPDC5;DICER1;DMD;EPAS1;FLNB;FST;LEPR;MAGI2;PPARG;PPP3CA;PTH1R;RUNX2;TWF1;VDR
Bodycomposition,Expression of RNA,4.097453221,ABLIM1;ARID4B;BBS2;CBX4;CNOT7;DICER1;DLK1;DMD;DNMT3A;E2F3;EHMT1;ELK4;EPAS1;EPC1;F2;FGF10;FOS;FOXP1;FOXP2;GZF1;KDM4C;KMT2A;MAGI2;MAP3K1;MECOM;NCOA1;NCOR2;NHLH2;NSD3;NTRK2;NUCKS1;PBX3;PER2;PIAS2;PPARG;PPP3CA;RREB1;RSPO1;RUNX2;SEMA4D;SFRP2;SLC24A3;SLC40A1;TCF20;TCF7L2;TEAD1;TFAP4;TFEB;TIFAB;TLE4;TOPORS;UBE3A;VDR;YLPM1;ZNF462;ZNF746
Bodycomposition,Quantity of gonad,4.086716098,ACSL4;AKT2;CISD2;CNOT7;ELMO1;ENTPD1;EPAS1;FOS;LEPR;NHLH2;NTRK2;RSPO1;SUN1;UBE2J1;UBE3A;VDR
Bodycomposition,Homeostasis of blood cells,4.07211659,AKT2;AMPD3;DICER1;DNMT3A;ELK4;ENTPD1;EPAS1;FADD;FOXP1;GHRH;LEPR;MECOM;MPZL2;MYSM1;NBEA;PPARG;PPP2R2A;PPP3CA;PRKCH;RUNX2;SLC40A1;SPN;STIM2;SYK;TFAP4;TFEB;TSPAN9;USP15;USP38;XRCC5
Bodycomposition,Impaired glucose tolerance,4.036684489,AKT2;CCND2;DICER1;DNMT3A;EPAS1;FOXP1;FST;IDE;NCOR2;PPARG;PPP3CA;TFEB;VDR
Bodycomposition,Folliculogenesis,3.995678626,CCND2;DICER1;FOS;FST;IMMP2L;NHLH2;NTRK2;RSPO1;SIK3;UBE3A
Bodycomposition,Quantity of cells,3.978810701,AKT2;AP1G1;ARID4B;ASCC3;BBS2;BECN1;CACNA2D2;CCND2;CHRNB2;CISD2;CNOT7;DGKD;DICER1;DLK1;DMD;DNMT3A;DUSP3;ELK4;ELMO1;ENTPD1;EPAS1;F2;FADD;FBXO11;FGF10;FOS;FOXP1;FOXP2;FST;FUT4;GHRH;Gulo;IL31RA;ITCH;KMT2A;LEPR;LRRK1;MCU;MECOM;MPZL2;MSI2;MYO6;MYSM1;NAA10;NCOR2;NHLH2;NTRK2;PELI1;PER2;PPARG;PPP3CA;PRKCH;PTH1R;RSPO1;RUNX2;SEMA4D;SIK3;SLC30A7;SLC40A1;SPN;SSBP2;SST;SUN1;SYK;TCF20;TCF7L2;TFEB;TLE4;TNKS;UBE2J1;UBE3A;USP38;VDR;VSIG4;XRCC5
Bodycomposition,Hypertrophy of connective tissue cells,3.950781977,DICER1;FLNB;LEPR;PPARG;PTH1R;RUNX2;VDR
Bodycomposition,Quantity of connective tissue,3.910094889,AKT2;ARID4B;BBS2;CCND2;CDC27;CISD2;DICER1;DLK1;DNMT3A;E2F3;EPAS1;FOS;GHRH;Gulo;LEPR;LRRK1;MYSM1;NAA10;NUCKS1;PER2;PPARG;PTH1R;RUNX2;SGMS1;SIK3;SLC25A21;SLC40A1;UBE2J1;VDR
Bodycomposition,Concentration of lipid,3.906578315,ACSL4;AKAP9;AKT2;AP4E1;BBS2;BECN1;CISD2;Clcnkb;DENND5B;DICER1;DLG2;DLK1;E2F3;ELMO1;ELOVL5;EPAS1;F2;GAS7;Gulo;IMMP2L;IRAK2;LEPR;NAA10;NCOA1;NHLH2;NTRK2;PER2;PPARG;PPP3CA;PTH1R;RBMS1;RSPO1;SGMS1;SIK3;SLC30A7;SLC40A1;SST;TCF7L2;UBE2J1;VDR
Bodycomposition,Concentration of hormone,3.860120914,ACSL4;AKT2;AP4E1;CISD2;DUOXA2;E2F3;GHRH;IMMP2L;LEPR;NCOA1;NHLH2;NTRK2;NUCKS1;PER2;PPARG;PTH1R;RBMS1;RUNX2;SGMS1;SIK3;SST;VDR
Bodycomposition,Enlargement of cells,3.860120914,BECN1;DEPDC5;DICER1;DMD;DNMT3A;EPAS1;FLNB;FST;LEPR;MAGI2;PPARG;PPP3CA;PTH1R;RUNX2;TWF1;VDR
Bodycomposition,Familial congenital malformation,3.832682665,CCND2;CNOT7;DICER1;E2F3;FGF10;FLNB;FOXP1;NAA10;NCOA1;NHLH2;RUNX2;SFRP2;TFEB
Bodycomposition,Quantity of steroid,3.821023053,ACSL4;AKAP9;AKT2;CISD2;DENND5B;DICER1;DLG2;DLK1;F2;GAS7;Gulo;IMMP2L;LEPR;NCOA1;NHLH2;NTRK2;PER2;PPARG;PPP3CA;PTH1R;RBMS1;RSPO1;SIK3;SST;TCF7L2;UBE2J1;VDR
Bodycomposition,Proliferation of stem cells,3.785156152,CCND2;EPAS1;FGF10;KDM4C;KMT2A;MAP3K1;MECOM;MSI2;PHF20L1;PPARG;PUM2;RSPO1;RUNX2;SFRP2;XRCC5
Bodycomposition,Hypertrophy of tissue,3.742321425,BECN1;DEPDC5;DICER1;DMD;FLNB;FST;LEPR;PPARG;PPP3CA;PTH1R;RUNX2;TWF1;VDR
Bodycomposition,Morphology of neurites,3.70333481,CACNA2D2;CHN1;DICER1;FOS;MAGI2;MYO6;NTRK2;RAB8A;SHTN1;TENM4
Bodycomposition,Formation of osteoblasts,3.68613278,FST;PPARG;PTH1R;RUNX2;SEMA4D;SFRP2
Bodycomposition,Morphogenesis of embryo,3.663540266,DICER1;EPB41L5;FGF10;FZD3;GREB1L;GZF1;MECOM;PCSK5;RAB23;RUNX2;SFRP2;SIK3;TCF7L2;TEAD1;TULP3
Bodycomposition,Quantity of stem cells,3.645891561,ARID4B;CCND2;DICER1;DNMT3A;FADD;KMT2A;MECOM;MYSM1;PER2;PTH1R;TCF7L2;TLE4
Bodycomposition,Hypoplasia of genital organ,3.643974143,ARID4B;CNOT7;E2F3;NCOA1;NHLH2;RBMS1;VDR
Bodycomposition,Hypertrophy of chondrocytes,3.632644079,DICER1;FLNB;PTH1R;RUNX2;VDR
Bodycomposition,Abnormal abdomen morphology,3.623423043,ARID4B;CCND2;Clcnkb;CNOT7;E2F3;FGF10;IL31RA;LEPR;MAGI2;NAA10;NCOA1;NHLH2;PCSK5;RBMS1;SCARB2;TFEB;TLE4;VDR;XRCC5
Bodycomposition,Invasion of vascular tissue,3.585026652,PTH1R;RUNX2
Bodycomposition,Growth failure or short stature,3.571865206,AP1G1;CACNA2D2;CHRNB2;CISD2;Clcnkb;DLK1;DNMT3A;EHMT1;FADD;FLNB;FOXP2;FST;GCLC;GHRH;Gulo;KMT2A;MAGI2;NTRK2;PPARG;PTH1R;RBMS1;RUNX2;SFRP2;STIM2;TEAD1;TLE4;UBE3A;VDR;XRCC5
Bodycomposition,Development of internal genitalia,3.565431096,AKAP9;ARID4B;CCND2;DICER1;FNDC3A;FOS;FST;GREB1L;IMMP2L;LEPR;NCOA1;NHLH2;NTRK2;RSPO1;SFRP2;SIK3;UBE2J1;UBE3A;YTHDC2
Bodycomposition,Development of ovary,3.557520231,CCND2;DICER1;FOS;FST;IMMP2L;NHLH2;NTRK2;RSPO1;SIK3;UBE3A;YTHDC2
Bodycomposition,Development of neurons,3.521433504,BECN1;CACNA2D2;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;DLGAP4;DMD;ENTPD1;FGF10;FNBP1L;FOS;GABRA2;GAS7;GHRH;HDGFL3;MAGI2;MTURN;MYO6;NTRK2;PBX3;PLXNB2;PPP3CA;SEMA4D;SFRP2;SHTN1;SUN1;TENM4;TMEM108;TULP3;UBE3A
Bodycomposition,Thoracic hypoplasia,3.519993057,CACNA2D2;CBX4;DICER1;FADD;FGF10;MECOM;PRKCH;SSBP2;TEAD1;TLE4;VDR;XRCC5
Bodycomposition,Proliferation of adipocytes,3.490797478,AKT2;E2F3;FGF10;PER2
Bodycomposition,Congenital malformation of genital organs,3.431798276,ARID4B;CNOT7;E2F3;FGF10;NCOA1;NHLH2;RBMS1;VDR
Bodycomposition,Weight gain,3.419075024,AP1G1;BBS2;DENND5B;E2F3;EPAS1;FLNB;FOS;GHRH;IRAK2;LEPR;NTRK2;NUCKS1;PER2;PPARG;RUNX2;SLC30A7;UBE3A;VDR
Bodycomposition,Size of bone,3.406713933,DLK1;FGF10;FLNB;FOS;LEPR;LRRK1;NAA10;NCOA1;PER2;PPARG;PTH1R;RUNX2;SFRP2;SIK3;SLC40A1;TFEB;TLE4;VDR
Bodycomposition,Abnormal morphology of growth plate proliferating zone,3.406713933,FLNB;FOS;PTH1R;RUNX2;TLE4
Bodycomposition,Formation of skin,3.368556231,AKT2;CCND2;CELSR1;DICER1;FGF10;FLNB;FST;MYSM1;NCOR2;PPARG;PPP3CA;PRKCH;PUM2;SFRP2;TCF7L2;VDR
Bodycomposition,Survival of follicular B lymphocytes,3.336299075,AKT2;DICER1;SYK
Bodycomposition,Transformation of bone marrow cells,3.336299075,CCND2;MECOM;PBX3
Bodycomposition,Function of hematopoietic stem cells,3.332547047,MECOM;MYSM1;PER2;TLE4
Bodycomposition,Mass of secretory structure,3.317854924,AKT2;CCND2;DUOXA2;GHRH;LEPR;PPARG;PPP3CA;SIK3;UBE3A;VDR
Bodycomposition,Morphology of muscle,3.316052869,AKT2;BECN1;DICER1;DMD;FADD;FOXP1;FST;LEPR;MAP3K1;MSI2;PPARG;PPP3CA;PPP5C;SCARB2;VDR
Bodycomposition,Length of long bones,3.273272791,FLNB;FOS;PTH1R;RUNX2;SFRP2;SIK3
Bodycomposition,Congenital malformation of genitourinary system,3.266000713,ARID4B;CCND2;CNOT7;E2F3;FGF10;NAA10;NCOA1;NHLH2;PCSK5;RBMS1;TFEB;VDR
Bodycomposition,Abnormal morphology of dendrites,3.247951552,CCND2;DBN1;EHMT1;FOXP2;NTRK2;STIM2;SUN1;UBE3A
Bodycomposition,Development of genitourinary system,3.211124884,AKAP9;AKT2;ARID4B;C9orf72;CCND2;CISD2;CNOT7;DDHD1;DICER1;DMXL2;DNMT3A;EPAS1;FGF10;FNDC3A;FOS;FST;GAS7;GHRH;GREB1L;GZF1;IMMP2L;KIAA0319L;LEPR;MECOM;NAA10;NCOA1;NHLH2;NTRK2;PCSK5;PPARG;PPP3CA;PTH1R;RSPO1;RUNX2;SFRP2;SIK3;SUN1;TFEB;UBE2J1;UBE3A;VDR;VPS13B;YTHDC2
Bodycomposition,Growth failure,3.199970641,AP1G1;CACNA2D2;CHRNB2;CISD2;Clcnkb;DLK1;DNMT3A;EHMT1;FADD;FLNB;FOXP2;FST;GCLC;GHRH;Gulo;KMT2A;MAGI2;PPARG;PTH1R;RBMS1;SFRP2;STIM2;TEAD1;TLE4;UBE3A;VDR;XRCC5
Bodycomposition,Morphology of muscle cells,3.190440285,AKT2;BECN1;DICER1;DMD;LEPR;MAP3K1;MSI2;PPP3CA;PPP5C;SCARB2;VDR
Bodycomposition,Morphology of cardiac muscle,3.164943898,BECN1;FADD;FOXP1;LEPR;MAP3K1;PPARG;PPP5C
Bodycomposition,Quantity of leptin in blood,3.139063379,AKT2;BBS2;E2F3;LEPR;NCOA1;NUCKS1;PER2;PPARG;SIK3
Bodycomposition,Differentiation of white adipocytes,3.121478204,FGF10;NCOR2;PER2;PPARG
Bodycomposition,Apoptosis of retinal rods,3.111820506,AKT2;FOS
Bodycomposition,Volume of brain tissue,3.111820506,ENTPD1;PPARG
Bodycomposition,Rachitic rosary,3.111820506,Gulo;SIK3
Bodycomposition,Survival of mesangial cells,3.111820506,PPP3CA;PTH1R
Bodycomposition,Development of connective tissue cells,3.111820506,DICER1;DNMT3A;FOS;FST;ITCH;KMT2A;PPARG;PPP3CA;PTH1R;RUNX2;SEMA4D;SFRP2;SLC40A1;TSPAN13;VDR
Bodycomposition,Quantity of secretory structure,3.105683937,AKT2;CISD2;DGKD;DICER1;DLK1;FGF10;FST;GHRH;LEPR;SLC30A7;VDR
Bodycomposition,Modification of peptide,3.102372909,DMD;LRRK1;PCSK5;SEMA4D;SFRP2;SYK;TNKS;TTBK1
Bodycomposition,Quantity of progenitor cells,3.092588639,ARID4B;CCND2;DLK1;DNMT3A;ELK4;EPAS1;FADD;FOS;FST;KMT2A;MECOM;MYSM1;NCOR2;PER2;PPARG;PRKCH;PTH1R;RUNX2;SLC40A1;SSBP2;SST;SYK;TLE4;XRCC5
Bodycomposition,Mineralization of bone,3.088842391,DLK1;FLNB;LRRK1;PTH1R;RUNX2;SIK3;SLC20A2;SLC24A3;TCF7L2;VDR
Bodycomposition,Quantity of gonadal cells,3.079354999,AKT2;CISD2;CNOT7;ENTPD1;EPAS1;FOS;NHLH2;RSPO1;SUN1;UBE2J1;UBE3A;VDR
Bodycomposition,Morphology of islet cells,3.055517328,AKT2;CCND2;DGKD;LEPR;PPARG;PPP3CA;TCF7L2;VDR
Bodycomposition,Limb development,3.051098239,BECN1;DICER1;DMD;DNMT3A;ELMO1;FGF10;MECOM;MYSM1;PCSK5;PTH1R;RAB23;RUNX2;SFRP2;SIK3;TULP3
Bodycomposition,Metabolism of peptide,3.016824928,DMD;GCLC;LRRK1;PCSK5;SEMA4D;SFRP2;SYK;TNKS;TTBK1
Bodycomposition,Growth of embryo,3.007004902,BECN1;DICER1;DLGAP4;EPAS1;F2;FOXP1;FOXP2;FZD3;GCLC;KDM4C;MAP3K1;MSI2;NCOA1;NCOR2;PHF20L1;PLXNB2;PPARG;PUM2;RAB23;RSU1;TCF7L2;TNKS
Bodycomposition,Morphogenesis of limb,2.995678626,DICER1;FGF10;MECOM;PCSK5;RAB23;RUNX2;SFRP2;SIK3;TULP3
Bodycomposition,Quantity of very long chain fatty acid,2.995678626,ELOVL5;SLC30A7;SLC40A1;VDR
Bodycomposition,Abnormal bone density,2.991399828,AKT2;DICER1;DLK1;FADD;FOS;LRRK1;NCOA1;PPP3CA;RUNX2;SEMA4D;XRCC5
Bodycomposition,Morphology of bone,2.987162775,CISD2;DLK1;FGF10;FLNB;FOS;LEPR;LRRK1;NAA10;NCOA1;PER2;PPARG;PTH1R;RUNX2;SFRP2;SIK3;SLC40A1;TFEB;TLE4;VDR
Bodycomposition,Development of ganglion cells,2.974694135,DICER1;NTRK2;TULP3
Bodycomposition,Morphology of gland,2.962573502,AKT2;CCND2;DGKD;DUOXA2;FGF10;GHRH;LEPR;PPARG;PPP3CA;SIK3;TCF7L2;UBE3A;VDR
Bodycomposition,Morphology of nervous tissue,2.954677021,BECN1;CACNA2D2;CHN1;DICER1;DLGAP4;FOS;MAGI2;MYO6;NTRK2;RAB8A;SHTN1;TCF7L2;TENM4;TULP3
Bodycomposition,Abnormal morphology of central nervous system,2.931814138,AKT2;BBS2;CACNA2D2;CCND2;CHN1;CHRNB2;CISD2;CSMD3;DBN1;DICER1;E2F3;EHMT1;EMX1;ENTPD1;FOXP2;MECOM;NCOA1;NCOR2;NTRK2;PDCD6IP;PLXNB2;RREB1;SUN1;UBE3A
Bodycomposition,Morphology of myofiber,2.903089987,DICER1;DMD;LEPR;MSI2;VDR
Bodycomposition,Morphology of head,2.903089987,AKT2;AP4E1;CISD2;DICER1;DLGAP4;DNMT3A;ENTPD1;FGF10;FOS;FST;FZD3;GHRH;LEPR;PDCD6IP;PLXNB2;PPARG;PPP3CA;RAB23;SUN1
Bodycomposition,Size of muscle,2.899629455,AKT2;BECN1;DMD;FST;MAP3K1;MSI2;PPP5C;SCARB2;VDR
Bodycomposition,Abnormal morphology of brain,2.896196279,BBS2;CACNA2D2;CCND2;CHN1;CHRNB2;CSMD3;DBN1;DICER1;E2F3;EHMT1;EMX1;ENTPD1;FOXP2;MECOM;NCOA1;NCOR2;NTRK2;PDCD6IP;PLXNB2;RREB1;SUN1;UBE3A
Bodycomposition,Severe endocrine system disorder,2.876148359,AKT2;DUOXA2;LEPR
Bodycomposition,T cell development,2.847711656,AKT2;DICER1;DNMT3A;ELK4;ENTPD1;FADD;FOXP1;GHRH;LEPR;MPZL2;MYSM1;PPARG;PPP2R2A;PPP3CA;PRKCH;RUNX2;SPN;STIM2;SYK;TFAP4;TFEB;USP15;USP38;XRCC5
Bodycomposition,Bone deformity,2.847711656,FGF10;FLNB;Gulo;LRRK1;MLLT3;RUNX2;SFRP2;SIK3;UBE2J1;VDR
Bodycomposition,Quantity of vertebrae,2.826813732,FST;MLLT3;PCSK5;SFRP2
Bodycomposition,Morphology of radial glial progenitor cell,2.815308569,TCF7L2;TULP3
Bodycomposition,Delay in closure of wound,2.815308569,MAP3K1;SEMA4D
Bodycomposition,Morphogenesis of genital bud,2.815308569,FGF10;TCF7L2
Bodycomposition,Bronchial development,2.815308569,FGF10;TULP3
Bodycomposition,Growth of embryonic tissue,2.809668302,DLGAP4;EPAS1;FOXP1;FOXP2;FZD3;KDM4C;MSI2;NCOA1;NCOR2;PLXNB2;PPARG;RAB23;RSU1;TCF7L2
Bodycomposition,Morphology of pancreas,2.809668302,AKT2;CCND2;DGKD;LEPR;PPARG;PPP3CA;SIK3;TCF7L2;VDR
Bodycomposition,Organization of cytoplasm,2.806875402,ABLIM1;AKAP9;BBS2;BECN1;C9orf72;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;DLK1;ELMO1;ELMOD2;ENTPD1;EPAS1;EPB41L5;F2;FLNB;FNBP1L;FOS;FST;GAS7;HDGFL3;IDE;LETMD1;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;PRKCH;PUM2;RAB8A;SEMA4D;SFRP2;SHTN1;SYNE2;TENM4;TFEB;THSD7A;TMEM108;UBE3A
Bodycomposition,Concentration of sterol,2.785156152,ACSL4;AKAP9;DENND5B;DICER1;DLG2;DLK1;F2;GAS7;Gulo;LEPR;PPARG;PPP3CA;PTH1R;RSPO1;SIK3;TCF7L2;UBE2J1;VDR
Bodycomposition,Secretion of 5-hydroxytryptamine,2.782516056,AKT2;F2;SYK
Bodycomposition,Growth of prostate gland,2.782516056,FOS;NCOA1;UBE3A
Bodycomposition,Mass of extensor muscle,2.782516056,AKT2;DMD;FST
Bodycomposition,Abnormal morphology of zeugopod,2.774690718,FGF10;FLNB;LRRK1;RUNX2;SFRP2;UBE2J1;VDR
Bodycomposition,Lymphocyte homeostasis,2.756961951,AKT2;DICER1;DNMT3A;ELK4;ENTPD1;FADD;FOXP1;GHRH;LEPR;MPZL2;MYSM1;PPARG;PPP2R2A;PPP3CA;PRKCH;RUNX2;SLC40A1;SPN;STIM2;SYK;TFAP4;TFEB;USP15;USP38;XRCC5
Bodycomposition,Formation of cellular protrusions,2.749579998,ABLIM1;AKAP9;BBS2;BECN1;C9orf72;CAMK1D;CELSR1;CHN1;CHRNB2;CSMD3;DBN1;DICER1;ELMOD2;ENTPD1;F2;FNBP1L;FOS;GAS7;HDGFL3;MAGI2;MYO6;NTRK2;PLXNB2;PPP3CA;RAB8A;SEMA4D;SFRP2;SHTN1;SYNE2;TENM4;TMEM108;UBE3A
